Date,Open,High,Low,Close,Adj Close,Volume
2021-05-03,3.0899999141693115,3.2899999618530273,3.0,3.0299999713897705,3.0299999713897705,119000
2021-05-04,3.0299999713897705,3.119999885559082,2.859999895095825,2.9000000953674316,2.9000000953674316,47500
2021-05-05,2.8299999237060547,3.069999933242798,2.8299999237060547,3.0299999713897705,3.0299999713897705,72900
2021-05-06,3.0,3.0199999809265137,2.819999933242798,2.859999895095825,2.859999895095825,61400
2021-05-07,2.8499999046325684,3.0,2.8499999046325684,2.9100000858306885,2.9100000858306885,29500
2021-05-10,2.859999895095825,2.930000066757202,2.809999942779541,2.880000114440918,2.880000114440918,34000
2021-05-11,2.819999933242798,2.930000066757202,2.7699999809265137,2.880000114440918,2.880000114440918,84000
2021-05-12,2.799999952316284,2.880000114440918,2.700000047683716,2.740000009536743,2.740000009536743,46000
2021-05-13,2.7200000286102295,2.75,2.559999942779541,2.609999895095825,2.609999895095825,41600
2021-05-14,2.630000114440918,2.759999990463257,2.609999895095825,2.75,2.75,59500
2021-05-17,2.7699999809265137,2.9600000381469727,2.7200000286102295,2.9600000381469727,2.9600000381469727,52700
2021-05-18,2.9000000953674316,3.0,2.859999895095825,2.950000047683716,2.950000047683716,79400
2021-05-19,2.8399999141693115,2.9000000953674316,2.7100000381469727,2.859999895095825,2.859999895095825,38000
2021-05-20,2.8299999237060547,2.990000009536743,2.799999952316284,2.890000104904175,2.890000104904175,38800
2021-05-21,2.890000104904175,3.059999942779541,2.880000114440918,2.930000066757202,2.930000066757202,314700
2021-05-24,2.9200000762939453,3.049999952316284,2.7699999809265137,2.7699999809265137,2.7699999809265137,57800
2021-05-25,2.8399999141693115,2.9000000953674316,2.7100000381469727,2.7699999809265137,2.7699999809265137,48600
2021-05-26,2.8399999141693115,2.950000047683716,2.7300000190734863,2.9100000858306885,2.9100000858306885,52300
2021-05-27,2.819999933242798,3.0,2.819999933242798,2.950000047683716,2.950000047683716,58000
2021-05-28,2.9200000762939453,3.049999952316284,2.9000000953674316,2.9800000190734863,2.9800000190734863,55000
2021-06-01,3.0,3.059999942779541,2.950000047683716,3.0,3.0,55300
2021-06-02,3.140000104904175,3.1700000762939453,2.9600000381469727,3.119999885559082,3.119999885559082,157100
2021-06-03,3.190000057220459,3.2899999618530273,3.009999990463257,3.240000009536743,3.240000009536743,130500
2021-06-04,3.240000009536743,3.509999990463257,3.200000047683716,3.240000009536743,3.240000009536743,238200
2021-06-07,3.240000009536743,3.3499999046325684,3.190000057220459,3.3499999046325684,3.3499999046325684,34400
2021-06-08,3.369999885559082,3.450000047683716,3.319999933242798,3.3299999237060547,3.3299999237060547,65900
2021-06-09,3.4100000858306885,3.4800000190734863,3.309999942779541,3.309999942779541,3.309999942779541,39000
