Date,Open,High,Low,Close,Adj Close,Volume
2021-05-03,37.18000030517578,38.05500030517578,36.04999923706055,37.61000061035156,37.18513870239258,4657700
2021-05-04,38.02000045776367,39.27000045776367,37.650001525878906,39.06999969482422,38.62864685058594,6704900
2021-05-05,39.369998931884766,40.880001068115234,38.63999938964844,40.599998474121094,40.141357421875,7658800
2021-05-06,40.88999938964844,41.439998626708984,39.279998779296875,39.88999938964844,39.43938446044922,7164000
2021-05-07,39.7599983215332,41.380001068115234,39.25,41.20000076293945,40.734580993652344,4828300
2021-05-10,42.75,44.41999816894531,41.02000045776367,41.040000915527344,40.57638931274414,11649700
2021-05-11,39.06999969482422,42.150001525878906,38.959999084472656,41.31999969482422,40.853233337402344,9042100
2021-05-12,41.130001068115234,42.2400016784668,39.150001525878906,39.5099983215332,39.06367492675781,8252200
2021-05-13,39.145999908447266,40.970001220703125,38.189998626708984,39.130001068115234,38.68796920776367,6493500
2021-05-14,39.099998474121094,39.97999954223633,38.6510009765625,39.70000076293945,39.251529693603516,4718200
2021-05-17,39.54999923706055,40.70000076293945,38.56999969482422,40.68000030517578,40.220458984375,4774500
2021-05-18,41.11000061035156,41.689998626708984,39.58000183105469,39.84000015258789,39.389949798583984,5665200
2021-05-19,38.34000015258789,38.369998931884766,35.38999938964844,36.16999816894531,35.76140213012695,15755900
2021-05-20,36.36000061035156,36.36000061035156,35.279998779296875,35.81999969482422,35.41535568237305,7124300
2021-05-21,36.16999816894531,37.06800079345703,35.650001525878906,36.13999938964844,35.73174285888672,6902600
2021-05-24,36.11000061035156,36.790000915527344,35.400001525878906,36.5,36.087677001953125,5462000
2021-05-25,36.459999084472656,36.93000030517578,34.939998626708984,35.150001525878906,34.7529296875,5868500
2021-05-26,35.380001068115234,36.584999084472656,35.380001068115234,36.54999923706055,36.13711166381836,5991000
2021-05-27,37.5099983215332,39.05500030517578,37.29999923706055,39.0099983215332,38.56931686401367,6946100
2021-05-28,38.63999938964844,39.70000076293945,38.220001220703125,39.66999816894531,39.221866607666016,4536800
2021-06-01,40.20000076293945,41.154998779296875,40.13999938964844,40.97999954223633,40.51707077026367,7332400
2021-06-02,40.70000076293945,40.70000076293945,39.459999084472656,40.0,39.54814147949219,5504600
2021-06-03,39.02000045776367,39.540000915527344,38.268001556396484,38.720001220703125,38.28260040283203,5030100
2021-06-04,39.31999969482422,39.58000183105469,38.31999969482422,38.84000015258789,38.401241302490234,3361200
2021-06-07,38.7400016784668,38.7400016784668,37.3849983215332,37.7400016784668,37.31367492675781,5016400
2021-06-08,37.630001068115234,38.91999816894531,36.70000076293945,38.619998931884766,38.18373107910156,5046300
2021-06-09,38.470001220703125,38.68000030517578,37.4900016784668,37.97999954223633,37.550960540771484,4926800
2021-06-10,38.2599983215332,38.79999923706055,37.2400016784668,37.41999816894531,36.99728012084961,3736100
2021-06-11,38.22999954223633,38.560001373291016,37.11000061035156,37.380001068115234,36.957740783691406,4649400
2021-06-14,37.29999923706055,37.78499984741211,36.459999084472656,36.95000076293945,36.532596588134766,5887300
2021-06-15,36.220001220703125,36.36000061035156,34.75,36.290000915527344,35.88005065917969,8600600
2021-06-16,35.540000915527344,35.849998474121094,34.689998626708984,35.36000061035156,34.9605598449707,7645700
2021-06-17,35.2599983215332,35.349998474121094,32.630001068115234,33.58000183105469,33.20066452026367,12414500
2021-06-18,33.04999923706055,33.45000076293945,31.899999618530273,32.08000183105469,31.717609405517578,9979900
2021-06-21,32.439998626708984,33.33000183105469,32.349998474121094,33.09000015258789,32.7161979675293,6758600
2021-06-22,33.380001068115234,34.08000183105469,32.779998779296875,33.90999984741211,33.52693176269531,6153300
2021-06-23,35.08000183105469,35.959999084472656,34.81999969482422,35.040000915527344,34.64417266845703,9462600
2021-06-24,35.93000030517578,36.66999816894531,35.26900100708008,36.349998474121094,35.939369201660156,6733800
2021-06-25,36.95000076293945,37.11000061035156,35.779998779296875,35.79999923706055,35.39558792114258,32496800
2021-06-28,36.16999816894531,36.61000061035156,35.66999816894531,36.09000015258789,35.682308197021484,8758200
2021-06-29,36.54999923706055,38.0,36.540000915527344,37.529998779296875,37.106040954589844,8493500
2021-06-30,37.20000076293945,37.80400085449219,36.68000030517578,36.84000015258789,36.42383575439453,6047800
2021-07-01,37.400001525878906,37.689998626708984,36.470001220703125,36.959999084472656,36.54248046875,6118600
2021-07-02,37.439998626708984,38.5,37.130001068115234,37.91999816894531,37.49163818359375,7334500
2021-07-06,37.61000061035156,37.948001861572266,36.2400016784668,36.470001220703125,36.058013916015625,8577500
2021-07-07,36.65999984741211,37.279998779296875,35.83000183105469,36.22999954223633,35.82072830200195,4987900
2021-07-08,35.0,36.09000015258789,34.08000183105469,35.36000061035156,34.9605598449707,6245400
2021-07-09,36.5,37.779998779296875,36.279998779296875,37.439998626708984,37.017051696777344,6624400
2021-07-12,36.880001068115234,37.939998626708984,36.58000183105469,37.290000915527344,36.86875534057617,5139500
2021-07-13,37.150001525878906,37.18000030517578,35.220001220703125,35.619998931884766,35.21761703491211,8073400
2021-07-14,36.25,36.900001525878906,34.939998626708984,35.13999938964844,34.743038177490234,6964600
2021-07-15,35.27000045776367,35.93000030517578,34.23500061035156,34.540000915527344,34.14982223510742,8560200
2021-07-16,35.349998474121094,35.70000076293945,32.731998443603516,32.95000076293945,32.577781677246094,14579700
2021-07-19,31.989999771118164,32.45000076293945,30.9950008392334,31.6200008392334,31.262807846069336,12140800
2021-07-20,31.549999237060547,35.2599983215332,31.260000228881836,34.95000076293945,34.55518341064453,15651300
2021-07-21,35.25,37.40999984741211,35.25,37.09000015258789,36.67101287841797,11877700
2021-07-22,36.95000076293945,37.4900016784668,36.099998474121094,37.22999954223633,36.8094367980957,7230100
2021-07-23,37.52000045776367,37.869998931884766,36.4900016784668,37.060001373291016,36.641353607177734,5840600
2021-07-26,37.59000015258789,39.02000045776367,37.02000045776367,38.959999084472656,38.51988983154297,8950300
2021-07-27,38.040000915527344,38.5,37.369998931884766,38.27000045776367,37.837684631347656,5782400
2021-07-28,38.560001373291016,38.91999816894531,37.80699920654297,38.22999954223633,37.79813003540039,6217500
2021-07-29,38.939998626708984,40.0,38.779998779296875,39.369998931884766,38.925254821777344,6648500
2021-07-30,39.15999984741211,40.65999984741211,38.959999084472656,40.150001525878906,39.69644546508789,8142600
2021-08-02,40.220001220703125,41.650001525878906,39.380001068115234,39.400001525878906,38.95492172241211,7601700
2021-08-03,39.52000045776367,40.45000076293945,38.0,40.380001068115234,39.92384719848633,6269200
2021-08-04,39.970001220703125,40.01900100708008,38.529998779296875,38.75,38.312255859375,5087600
2021-08-05,38.4900016784668,39.349998474121094,38.290000915527344,38.75,38.312255859375,4021700
2021-08-06,39.619998931884766,40.95000076293945,39.22999954223633,40.709999084472656,40.250118255615234,6146700
2021-08-09,40.45000076293945,41.4900016784668,39.900001525878906,40.529998779296875,40.0721549987793,5634400
2021-08-10,40.689998626708984,44.150001525878906,40.650001525878906,43.869998931884766,43.37442398071289,11404000
2021-08-11,43.47999954223633,44.7400016784668,43.150001525878906,44.65999984741211,44.15550231933594,7674500
2021-08-12,44.290000915527344,45.400001525878906,43.77000045776367,45.150001525878906,44.63996124267578,6666600
2021-08-13,45.38999938964844,45.79100036621094,44.88999938964844,45.25,44.73883056640625,5839400
2021-08-16,44.099998474121094,44.189998626708984,42.81999969482422,43.41999816894531,42.92950439453125,4963300
2021-08-17,42.779998779296875,42.939998626708984,40.34000015258789,41.61000061035156,41.13995361328125,8015500
2021-08-18,41.029998779296875,42.349998474121094,40.79999923706055,41.4900016784668,41.02131271362305,6107400
2021-08-19,39.900001525878906,40.09000015258789,36.60900115966797,36.91999816894531,36.5029296875,16177800
2021-08-20,37.5,38.20000076293945,37.189998626708984,37.709999084472656,37.28400802612305,7819100
2021-08-23,38.599998474121094,41.439998626708984,38.56999969482422,41.11000061035156,40.64560317993164,9678600
2021-08-24,41.83000183105469,43.029998779296875,41.7400016784668,42.130001068115234,41.654083251953125,5672800
2021-08-25,42.04999923706055,42.69499969482422,41.63999938964844,42.060001373291016,41.584869384765625,4728800
2021-08-26,41.720001220703125,42.58000183105469,41.349998474121094,41.41999816894531,40.95209884643555,3972000
2021-08-27,42.189998626708984,44.29999923706055,42.08000183105469,44.130001068115234,43.631492614746094,7106700
2021-08-30,44.5,44.880001068115234,43.33000183105469,44.04999923706055,43.552391052246094,5552300
2021-08-31,44.2599983215332,44.95000076293945,42.959999084472656,44.369998931884766,43.868770599365234,6152600
2021-09-01,43.709999084472656,46.220001220703125,42.45000076293945,45.599998474121094,45.08488082885742,11739100
2021-09-02,46.029998779296875,48.2400016784668,45.900001525878906,46.90999984741211,46.38008117675781,8457000
2021-09-03,46.95500183105469,47.720001220703125,46.040000915527344,47.209999084472656,46.67669677734375,5201900
2021-09-07,47.61000061035156,48.38999938964844,46.47999954223633,46.77000045776367,46.24166488647461,6167000
2021-09-08,46.52000045776367,47.77000045776367,45.404998779296875,45.72999954223633,45.21341323852539,5689800
2021-09-09,46.185001373291016,47.88999938964844,46.040000915527344,47.5099983215332,46.97330093383789,7477600
2021-09-10,48.25,50.345001220703125,48.25,49.5,48.940826416015625,10397400
2021-09-13,50.25,51.16899871826172,49.060001373291016,49.220001220703125,48.66398620605469,8579100
2021-09-14,48.97999954223633,49.24399948120117,47.619998931884766,48.0,47.457763671875,6902600
2021-09-15,49.720001220703125,51.88999938964844,49.5099983215332,51.68000030517578,51.096195220947266,9413900
2021-09-16,50.95000076293945,50.959999084472656,48.65999984741211,49.40999984741211,48.85184860229492,8054400
2021-09-17,49.189998626708984,49.77000045776367,47.470001220703125,48.83000183105469,48.27839660644531,10500000
2021-09-20,45.709999084472656,48.47999954223633,45.2400016784668,48.459999084472656,47.91257095336914,9338100
2021-09-21,48.75,49.13999938964844,44.47999954223633,45.599998474121094,45.08488082885742,14587100
2021-09-22,47.29999923706055,49.369998931884766,47.099998474121094,47.95000076293945,47.40833282470703,10983800
2021-09-23,48.11000061035156,49.459999084472656,47.79999923706055,48.560001373291016,48.011444091796875,5723400
2021-09-24,47.869998931884766,49.08000183105469,47.75,48.4900016784668,47.94223403930664,5168100
2021-09-27,48.560001373291016,51.709999084472656,48.47999954223633,51.560001373291016,50.97755432128906,8264600
