Date,Open,High,Low,Close,Adj Close,Volume
2021-05-03,18.0,18.0,17.25,17.25,17.25,34453
2021-05-04,17.25,17.399999618530273,16.200000762939453,16.649999618530273,16.649999618530273,39113
2021-05-05,16.5,16.649999618530273,15.899999618530273,16.200000762939453,16.200000762939453,27207
2021-05-06,16.350000381469727,16.649999618530273,15.449999809265137,15.75,15.75,30127
2021-05-07,16.049999237060547,16.5,15.600000381469727,15.75,15.75,39540
2021-05-10,15.899999618530273,16.049999237060547,14.3100004196167,15.449999809265137,15.449999809265137,85607
2021-05-11,14.850000381469727,15.600000381469727,14.819999694824219,15.449999809265137,15.449999809265137,37427
2021-05-12,15.449999809265137,18.0,15.300000190734863,17.399999618530273,17.399999618530273,100253
2021-05-13,17.25,17.700000762939453,15.75,16.049999237060547,16.049999237060547,66147
2021-05-14,16.200000762939453,17.700000762939453,16.200000762939453,17.399999618530273,17.399999618530273,57073
2021-05-17,21.0,28.5,19.799999237060547,24.899999618530273,24.899999618530273,14201867
2021-05-18,25.5,29.850000381469727,23.100000381469727,29.549999237060547,29.549999237060547,1947420
2021-05-19,27.149999618530273,33.599998474121094,27.0,33.29999923706055,33.29999923706055,1707407
2021-05-20,30.0,31.649999618530273,26.549999237060547,30.75,30.75,1108053
2021-05-21,29.850000381469727,37.5,28.950000762939453,30.299999237060547,30.299999237060547,809827
2021-05-24,30.899999618530273,31.049999237060547,25.049999237060547,26.100000381469727,26.100000381469727,344460
2021-05-25,26.25,26.850000381469727,25.200000762939453,25.350000381469727,25.350000381469727,91813
2021-05-26,25.200000762939453,26.190000534057617,25.049999237060547,25.350000381469727,25.350000381469727,105520
2021-05-27,27.299999237060547,29.100000381469727,24.600000381469727,25.049999237060547,25.049999237060547,371653
2021-05-28,25.229999542236328,26.25,25.049999237060547,25.5,25.5,69453
2021-06-01,25.770000457763672,25.950000762939453,24.450000762939453,25.5,25.5,75020
2021-06-02,26.100000381469727,29.100000381469727,25.799999237060547,28.5,28.5,141500
2021-06-03,27.510000228881836,28.649999618530273,27.075000762939453,27.450000762939453,27.450000762939453,70060
2021-06-04,28.5,31.049999237060547,27.450000762939453,28.350000381469727,28.350000381469727,268127
2021-06-07,28.049999237060547,29.700000762939453,27.149999618530273,27.75,27.75,64027
